Date,Origin,Destination,Round Trip,Price 
2022-10-24,LaGuardia Airport (LGA),Vancouver Airport (YVR),No,386
2022-10-24,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),No,434
2022-10-24,Los Angeles Airport (LAX),San Francisco Airport (SFO),No,206
2022-10-24,Los Angeles Airport (LAX),LaGuardia Airport (LGA),No,585
2022-10-24,Los Angeles Airport (LAX),Vancouver Airport (YVR),No,252
2022-10-24,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),No,551
2022-10-24,Vancouver Airport (YVR),San Francisco Airport (SFO),No,175
2022-10-24,Vancouver Airport (YVR),LaGuardia Airport (LGA),No,310
2022-10-24,Vancouver Airport (YVR),Los Angeles Airport (LAX),No,185
2022-10-25,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),No,567
2022-10-25,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),No,142
2022-10-25,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),No,355
2022-10-25,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),No,486
2022-10-25,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),No,439
2022-10-25,San Francisco Airport (SFO),LaGuardia Airport (LGA),No,423
2022-10-25,San Francisco Airport (SFO),Los Angeles Airport (LAX),No,249
2022-10-25,San Francisco Airport (SFO),Vancouver Airport (YVR),No,286
2022-10-25,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),No,193
2022-10-25,LaGuardia Airport (LGA),San Francisco Airport (SFO),No,387
2022-10-25,LaGuardia Airport (LGA),Los Angeles Airport (LAX),No,366
2022-10-25,LaGuardia Airport (LGA),Vancouver Airport (YVR),No,481
2022-10-25,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),No,590
2022-10-25,Los Angeles Airport (LAX),San Francisco Airport (SFO),No,102
2022-10-25,Los Angeles Airport (LAX),LaGuardia Airport (LGA),No,566
2022-10-25,Los Angeles Airport (LAX),Vancouver Airport (YVR),No,156
2022-10-25,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),No,445
2022-10-25,Vancouver Airport (YVR),San Francisco Airport (SFO),No,214
2022-10-25,Vancouver Airport (YVR),LaGuardia Airport (LGA),No,454
2022-10-25,Vancouver Airport (YVR),Los Angeles Airport (LAX),No,173
2022-10-26,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),No,780
2022-10-26,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),No,165
2022-10-26,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),No,558
2022-10-26,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),No,347
2022-10-26,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),No,480
2022-10-26,San Francisco Airport (SFO),LaGuardia Airport (LGA),No,360
2022-10-26,San Francisco Airport (SFO),Los Angeles Airport (LAX),No,231
2022-10-26,San Francisco Airport (SFO),Vancouver Airport (YVR),No,283
2022-10-26,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),No,241
2022-10-26,LaGuardia Airport (LGA),San Francisco Airport (SFO),No,516
2022-10-26,LaGuardia Airport (LGA),Los Angeles Airport (LAX),No,449
2022-10-26,LaGuardia Airport (LGA),Vancouver Airport (YVR),No,534
2022-10-26,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),No,523
2022-10-26,Los Angeles Airport (LAX),San Francisco Airport (SFO),No,174
2022-10-26,Los Angeles Airport (LAX),LaGuardia Airport (LGA),No,325
2022-10-26,Los Angeles Airport (LAX),Vancouver Airport (YVR),No,246
2022-10-26,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),No,481
2022-10-26,Vancouver Airport (YVR),San Francisco Airport (SFO),No,224
2022-10-26,Vancouver Airport (YVR),LaGuardia Airport (LGA),No,583
2022-10-26,Vancouver Airport (YVR),Los Angeles Airport (LAX),No,168
2022-10-27,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),No,385
2022-10-27,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),No,188
2022-10-27,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),No,531
2022-10-27,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),No,521
2022-10-27,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),No,490
2022-10-27,San Francisco Airport (SFO),LaGuardia Airport (LGA),No,520
2022-10-27,San Francisco Airport (SFO),Los Angeles Airport (LAX),No,238
2022-10-27,San Francisco Airport (SFO),Vancouver Airport (YVR),No,200
2022-10-27,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),No,212
2022-10-27,LaGuardia Airport (LGA),San Francisco Airport (SFO),No,538
2022-10-27,LaGuardia Airport (LGA),Los Angeles Airport (LAX),No,516
2022-10-27,LaGuardia Airport (LGA),Vancouver Airport (YVR),No,347
2022-10-27,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),No,597
2022-10-27,Los Angeles Airport (LAX),San Francisco Airport (SFO),No,278
2022-10-27,Los Angeles Airport (LAX),LaGuardia Airport (LGA),No,286
2022-10-27,Los Angeles Airport (LAX),Vancouver Airport (YVR),No,142
2022-10-27,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),No,599
2022-10-27,Vancouver Airport (YVR),San Francisco Airport (SFO),No,127
2022-10-27,Vancouver Airport (YVR),LaGuardia Airport (LGA),No,340
2022-10-27,Vancouver Airport (YVR),Los Angeles Airport (LAX),No,232
2022-10-28,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),No,770
2022-10-28,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),No,258
2022-10-28,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),No,423
2022-10-28,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),No,403
2022-10-28,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),No,424
2022-10-28,San Francisco Airport (SFO),LaGuardia Airport (LGA),No,501
2022-10-28,San Francisco Airport (SFO),Los Angeles Airport (LAX),No,195
2022-10-28,San Francisco Airport (SFO),Vancouver Airport (YVR),No,187
2022-10-28,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),No,174
2022-10-28,LaGuardia Airport (LGA),San Francisco Airport (SFO),No,463
2022-10-28,LaGuardia Airport (LGA),Los Angeles Airport (LAX),No,526
2022-10-28,LaGuardia Airport (LGA),Vancouver Airport (YVR),No,584
2022-10-28,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),No,523
2022-10-28,Los Angeles Airport (LAX),San Francisco Airport (SFO),No,203
2022-10-28,Los Angeles Airport (LAX),LaGuardia Airport (LGA),No,319
2022-10-28,Los Angeles Airport (LAX),Vancouver Airport (YVR),No,117
2022-10-28,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),No,562
2022-10-28,Vancouver Airport (YVR),San Francisco Airport (SFO),No,243
2022-10-28,Vancouver Airport (YVR),LaGuardia Airport (LGA),No,340
2022-10-28,Vancouver Airport (YVR),Los Angeles Airport (LAX),No,105
2022-10-29,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),No,381
2022-10-29,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),No,218
2022-10-29,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),No,403
2022-10-29,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),No,430
2022-10-29,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),No,506
2022-10-29,San Francisco Airport (SFO),LaGuardia Airport (LGA),No,438
2022-10-29,San Francisco Airport (SFO),Los Angeles Airport (LAX),No,223
2022-10-29,San Francisco Airport (SFO),Vancouver Airport (YVR),No,145
2022-10-29,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),No,257
2022-10-29,LaGuardia Airport (LGA),San Francisco Airport (SFO),No,399
2022-10-29,LaGuardia Airport (LGA),Los Angeles Airport (LAX),No,494
2022-10-29,LaGuardia Airport (LGA),Vancouver Airport (YVR),No,488
2022-10-29,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),No,361
2022-10-29,Los Angeles Airport (LAX),San Francisco Airport (SFO),No,267
2022-10-29,Los Angeles Airport (LAX),LaGuardia Airport (LGA),No,390
2022-10-29,Los Angeles Airport (LAX),Vancouver Airport (YVR),No,262
2022-10-29,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),No,470
2022-10-29,Vancouver Airport (YVR),San Francisco Airport (SFO),No,248
2022-10-29,Vancouver Airport (YVR),LaGuardia Airport (LGA),No,505
2022-10-29,Vancouver Airport (YVR),Los Angeles Airport (LAX),No,144
2022-10-30,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),No,376
2022-10-30,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),No,294
2022-10-30,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),No,587
2022-10-30,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),No,528
2022-10-30,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),No,383
2022-10-30,San Francisco Airport (SFO),LaGuardia Airport (LGA),No,433
2022-10-30,San Francisco Airport (SFO),Los Angeles Airport (LAX),No,121
2022-10-30,San Francisco Airport (SFO),Vancouver Airport (YVR),No,107
2022-10-30,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),No,200
2022-10-30,LaGuardia Airport (LGA),San Francisco Airport (SFO),No,335
2022-10-30,LaGuardia Airport (LGA),Los Angeles Airport (LAX),No,320
2022-10-30,LaGuardia Airport (LGA),Vancouver Airport (YVR),No,590
2022-10-30,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),No,543
2022-10-30,Los Angeles Airport (LAX),San Francisco Airport (SFO),No,189
2022-10-30,Los Angeles Airport (LAX),LaGuardia Airport (LGA),No,386
2022-10-30,Los Angeles Airport (LAX),Vancouver Airport (YVR),No,103
2022-10-30,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),No,442
2022-10-30,Vancouver Airport (YVR),San Francisco Airport (SFO),No,182
2022-10-30,Vancouver Airport (YVR),LaGuardia Airport (LGA),No,464
2022-10-30,Vancouver Airport (YVR),Los Angeles Airport (LAX),No,256
2022-10-31,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),No,745
2022-10-31,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),No,272
2022-10-31,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),No,427
2022-10-31,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),No,399
2022-10-31,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),No,699
2022-10-31,San Francisco Airport (SFO),LaGuardia Airport (LGA),No,554
2022-10-31,San Francisco Airport (SFO),Los Angeles Airport (LAX),No,182
2022-10-31,San Francisco Airport (SFO),Vancouver Airport (YVR),No,185
2022-10-31,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),No,115
2022-10-31,LaGuardia Airport (LGA),San Francisco Airport (SFO),No,267
2022-10-31,LaGuardia Airport (LGA),Los Angeles Airport (LAX),No,411
2022-10-31,LaGuardia Airport (LGA),Vancouver Airport (YVR),No,455
2022-10-31,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),No,282
2022-10-31,Los Angeles Airport (LAX),San Francisco Airport (SFO),No,128
2022-10-31,Los Angeles Airport (LAX),LaGuardia Airport (LGA),No,462
2022-10-31,Los Angeles Airport (LAX),Vancouver Airport (YVR),No,103
2022-10-31,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),No,479
2022-10-31,Vancouver Airport (YVR),San Francisco Airport (SFO),No,202
2022-10-31,Vancouver Airport (YVR),LaGuardia Airport (LGA),No,323
2022-10-31,Vancouver Airport (YVR),Los Angeles Airport (LAX),No,181
2022-11-01,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),No,616
2022-11-01,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),No,240
2022-11-01,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),No,426
2022-11-01,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),No,358
2022-11-01,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),No,303
2022-11-01,San Francisco Airport (SFO),LaGuardia Airport (LGA),No,350
2022-11-01,San Francisco Airport (SFO),Los Angeles Airport (LAX),No,120
2022-11-01,San Francisco Airport (SFO),Vancouver Airport (YVR),No,105
2022-11-01,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),No,105
2022-11-01,LaGuardia Airport (LGA),San Francisco Airport (SFO),No,318
2022-11-01,LaGuardia Airport (LGA),Los Angeles Airport (LAX),No,296
2022-11-01,LaGuardia Airport (LGA),Vancouver Airport (YVR),No,493
2022-11-01,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),No,412
2022-11-01,Los Angeles Airport (LAX),San Francisco Airport (SFO),No,251
2022-11-01,Los Angeles Airport (LAX),LaGuardia Airport (LGA),No,544
2022-11-01,Los Angeles Airport (LAX),Vancouver Airport (YVR),No,268
2022-11-01,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),No,503
2022-11-01,Vancouver Airport (YVR),San Francisco Airport (SFO),No,232
2022-11-01,Vancouver Airport (YVR),LaGuardia Airport (LGA),No,447
2022-11-01,Vancouver Airport (YVR),Los Angeles Airport (LAX),No,293
2022-11-02,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),No,366
2022-11-02,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),No,175
2022-11-02,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),No,526
2022-11-02,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),No,591
2022-11-02,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),No,379
2022-11-02,San Francisco Airport (SFO),LaGuardia Airport (LGA),No,343
2022-11-02,San Francisco Airport (SFO),Los Angeles Airport (LAX),No,235
2022-11-02,San Francisco Airport (SFO),Vancouver Airport (YVR),No,237
2022-11-02,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),No,112
2022-11-02,LaGuardia Airport (LGA),San Francisco Airport (SFO),No,335
2022-11-02,LaGuardia Airport (LGA),Los Angeles Airport (LAX),No,253
2022-11-02,LaGuardia Airport (LGA),Vancouver Airport (YVR),No,372
2022-11-02,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),No,512
2022-11-02,Los Angeles Airport (LAX),San Francisco Airport (SFO),No,230
2022-11-02,Los Angeles Airport (LAX),LaGuardia Airport (LGA),No,504
2022-11-02,Los Angeles Airport (LAX),Vancouver Airport (YVR),No,186
2022-11-02,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),No,544
2022-11-02,Vancouver Airport (YVR),San Francisco Airport (SFO),No,192
2022-11-02,Vancouver Airport (YVR),LaGuardia Airport (LGA),No,357
2022-11-02,Vancouver Airport (YVR),Los Angeles Airport (LAX),No,148
2022-11-03,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),No,753
2022-11-03,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),No,299
2022-11-03,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),No,322
2022-11-03,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),No,427
2022-11-03,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),No,534
2022-11-03,San Francisco Airport (SFO),LaGuardia Airport (LGA),No,514
2022-11-03,San Francisco Airport (SFO),Los Angeles Airport (LAX),No,224
2022-11-03,San Francisco Airport (SFO),Vancouver Airport (YVR),No,241
2022-11-03,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),No,300
2022-11-03,LaGuardia Airport (LGA),San Francisco Airport (SFO),No,329
2022-11-03,LaGuardia Airport (LGA),Los Angeles Airport (LAX),No,587
2022-11-03,LaGuardia Airport (LGA),Vancouver Airport (YVR),No,573
2022-11-03,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),No,499
2022-11-03,Los Angeles Airport (LAX),San Francisco Airport (SFO),No,254
2022-11-03,Los Angeles Airport (LAX),LaGuardia Airport (LGA),No,448
2022-11-03,Los Angeles Airport (LAX),Vancouver Airport (YVR),No,281
2022-11-03,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),No,545
2022-11-03,Vancouver Airport (YVR),San Francisco Airport (SFO),No,136
2022-11-03,Vancouver Airport (YVR),LaGuardia Airport (LGA),No,466
2022-11-03,Vancouver Airport (YVR),Los Angeles Airport (LAX),No,147
2022-11-04,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),No,640
2022-11-04,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),No,292
2022-11-04,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),No,523
2022-11-04,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),No,566
2022-11-04,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),No,321
2022-11-04,San Francisco Airport (SFO),LaGuardia Airport (LGA),No,415
2022-11-04,San Francisco Airport (SFO),Los Angeles Airport (LAX),No,157
2022-11-04,San Francisco Airport (SFO),Vancouver Airport (YVR),No,212
2022-11-04,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),No,124
2022-11-04,LaGuardia Airport (LGA),San Francisco Airport (SFO),No,282
2022-11-04,LaGuardia Airport (LGA),Los Angeles Airport (LAX),No,269
2022-11-04,LaGuardia Airport (LGA),Vancouver Airport (YVR),No,517
2022-11-04,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),No,594
2022-11-04,Los Angeles Airport (LAX),San Francisco Airport (SFO),No,187
2022-11-04,Los Angeles Airport (LAX),LaGuardia Airport (LGA),No,568
2022-11-04,Los Angeles Airport (LAX),Vancouver Airport (YVR),No,190
2022-11-04,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),No,417
2022-11-04,Vancouver Airport (YVR),San Francisco Airport (SFO),No,242
2022-11-04,Vancouver Airport (YVR),LaGuardia Airport (LGA),No,345
2022-11-04,Vancouver Airport (YVR),Los Angeles Airport (LAX),No,125
2022-11-05,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),No,393
2022-11-05,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),No,200
2022-11-05,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),No,360
2022-11-05,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),No,581
2022-11-05,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),No,567
2022-11-05,San Francisco Airport (SFO),LaGuardia Airport (LGA),No,271
2022-11-05,San Francisco Airport (SFO),Los Angeles Airport (LAX),No,189
2022-11-05,San Francisco Airport (SFO),Vancouver Airport (YVR),No,113
2022-11-05,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),No,164
2022-11-05,LaGuardia Airport (LGA),San Francisco Airport (SFO),No,486
2022-11-05,LaGuardia Airport (LGA),Los Angeles Airport (LAX),No,560
2022-11-05,LaGuardia Airport (LGA),Vancouver Airport (YVR),No,495
2022-11-05,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),No,510
2022-11-05,Los Angeles Airport (LAX),San Francisco Airport (SFO),No,181
2022-11-05,Los Angeles Airport (LAX),LaGuardia Airport (LGA),No,293
2022-11-05,Los Angeles Airport (LAX),Vancouver Airport (YVR),No,151
2022-11-05,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),No,380
2022-11-05,Vancouver Airport (YVR),San Francisco Airport (SFO),No,128
2022-11-05,Vancouver Airport (YVR),LaGuardia Airport (LGA),No,375
2022-11-05,Vancouver Airport (YVR),Los Angeles Airport (LAX),No,140
2022-11-06,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),No,740
2022-11-06,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),No,234
2022-11-06,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),No,550
2022-11-06,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),No,497
2022-11-06,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),No,352
2022-11-06,San Francisco Airport (SFO),LaGuardia Airport (LGA),No,281
2022-11-06,San Francisco Airport (SFO),Los Angeles Airport (LAX),No,233
2022-11-06,San Francisco Airport (SFO),Vancouver Airport (YVR),No,287
2022-11-06,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),No,189
2022-11-06,LaGuardia Airport (LGA),San Francisco Airport (SFO),No,546
2022-11-06,LaGuardia Airport (LGA),Los Angeles Airport (LAX),No,301
2022-11-06,LaGuardia Airport (LGA),Vancouver Airport (YVR),No,416
2022-11-06,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),No,584
2022-11-06,Los Angeles Airport (LAX),San Francisco Airport (SFO),No,155
2022-11-06,Los Angeles Airport (LAX),LaGuardia Airport (LGA),No,332
2022-11-06,Los Angeles Airport (LAX),Vancouver Airport (YVR),No,218
2022-11-06,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),No,349
2022-11-06,Vancouver Airport (YVR),San Francisco Airport (SFO),No,224
2022-11-06,Vancouver Airport (YVR),LaGuardia Airport (LGA),No,567
2022-11-06,Vancouver Airport (YVR),Los Angeles Airport (LAX),No,225
2022-11-07,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),No,347
2022-11-07,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),No,298
2022-11-07,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),No,492
2022-11-07,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),No,507
2022-11-07,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),No,394
2022-11-07,San Francisco Airport (SFO),LaGuardia Airport (LGA),No,298
2022-11-07,San Francisco Airport (SFO),Los Angeles Airport (LAX),No,258
2022-11-07,San Francisco Airport (SFO),Vancouver Airport (YVR),No,181
2022-11-07,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),No,228
2022-11-07,LaGuardia Airport (LGA),San Francisco Airport (SFO),No,364
2022-11-07,LaGuardia Airport (LGA),Los Angeles Airport (LAX),No,427
2022-11-07,LaGuardia Airport (LGA),Vancouver Airport (YVR),No,470
2022-11-07,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),No,473
2022-11-07,Los Angeles Airport (LAX),San Francisco Airport (SFO),No,282
2022-11-07,Los Angeles Airport (LAX),LaGuardia Airport (LGA),No,493
2022-11-07,Los Angeles Airport (LAX),Vancouver Airport (YVR),No,195
2022-11-07,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),No,388
2022-11-07,Vancouver Airport (YVR),San Francisco Airport (SFO),No,111
2022-11-07,Vancouver Airport (YVR),LaGuardia Airport (LGA),No,430
2022-11-07,Vancouver Airport (YVR),Los Angeles Airport (LAX),No,164
2022-11-08,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),No,473
2022-11-08,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),No,132
2022-11-08,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),No,591
2022-11-08,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),No,451
2022-11-08,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),No,560
2022-11-08,San Francisco Airport (SFO),LaGuardia Airport (LGA),No,394
2022-11-08,San Francisco Airport (SFO),Los Angeles Airport (LAX),No,280
2022-11-08,San Francisco Airport (SFO),Vancouver Airport (YVR),No,150
2022-11-08,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),No,169
2022-11-08,LaGuardia Airport (LGA),San Francisco Airport (SFO),No,346
2022-11-08,LaGuardia Airport (LGA),Los Angeles Airport (LAX),No,424
2022-11-08,LaGuardia Airport (LGA),Vancouver Airport (YVR),No,409
2022-11-08,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),No,505
2022-11-08,Los Angeles Airport (LAX),San Francisco Airport (SFO),No,211
2022-11-08,Los Angeles Airport (LAX),LaGuardia Airport (LGA),No,505
2022-11-08,Los Angeles Airport (LAX),Vancouver Airport (YVR),No,185
2022-11-08,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),No,479
2022-11-08,Vancouver Airport (YVR),San Francisco Airport (SFO),No,106
2022-11-08,Vancouver Airport (YVR),LaGuardia Airport (LGA),No,569
2022-11-08,Vancouver Airport (YVR),Los Angeles Airport (LAX),No,163
2022-11-09,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),No,407
2022-11-09,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),No,235
2022-11-09,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),No,303
2022-11-09,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),No,454
2022-11-09,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),No,446
2022-11-09,San Francisco Airport (SFO),LaGuardia Airport (LGA),No,542
2022-11-09,San Francisco Airport (SFO),Los Angeles Airport (LAX),No,112
2022-11-09,San Francisco Airport (SFO),Vancouver Airport (YVR),No,144
2022-11-09,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),No,266
2022-11-09,LaGuardia Airport (LGA),San Francisco Airport (SFO),No,553
2022-11-09,LaGuardia Airport (LGA),Los Angeles Airport (LAX),No,307
2022-11-09,LaGuardia Airport (LGA),Vancouver Airport (YVR),No,596
2022-11-09,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),No,464
2022-11-09,Los Angeles Airport (LAX),San Francisco Airport (SFO),No,122
2022-11-09,Los Angeles Airport (LAX),LaGuardia Airport (LGA),No,306
2022-11-09,Los Angeles Airport (LAX),Vancouver Airport (YVR),No,135
2022-11-09,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),No,498
2022-11-09,Vancouver Airport (YVR),San Francisco Airport (SFO),No,149
2022-11-09,Vancouver Airport (YVR),LaGuardia Airport (LGA),No,456
2022-11-09,Vancouver Airport (YVR),Los Angeles Airport (LAX),No,168
2022-11-10,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),No,437
2022-11-10,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),No,216
2022-11-10,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),No,454
2022-11-10,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),No,367
2022-11-10,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),No,495
2022-11-10,San Francisco Airport (SFO),LaGuardia Airport (LGA),No,256
2022-11-10,San Francisco Airport (SFO),Los Angeles Airport (LAX),No,113
2022-11-10,San Francisco Airport (SFO),Vancouver Airport (YVR),No,299
2022-11-10,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),No,238
2022-11-10,LaGuardia Airport (LGA),San Francisco Airport (SFO),No,276
2022-11-10,LaGuardia Airport (LGA),Los Angeles Airport (LAX),No,452
2022-11-10,LaGuardia Airport (LGA),Vancouver Airport (YVR),No,583
2022-11-10,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),No,382
2022-11-10,Los Angeles Airport (LAX),San Francisco Airport (SFO),No,179
2022-11-10,Los Angeles Airport (LAX),LaGuardia Airport (LGA),No,320
2022-11-10,Los Angeles Airport (LAX),Vancouver Airport (YVR),No,277
2022-11-10,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),No,453
2022-11-10,Vancouver Airport (YVR),San Francisco Airport (SFO),No,125
2022-11-10,Vancouver Airport (YVR),LaGuardia Airport (LGA),No,462
2022-11-10,Vancouver Airport (YVR),Los Angeles Airport (LAX),No,128
2022-11-11,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),No,343
2022-11-11,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),No,217
2022-11-11,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),No,433
2022-11-11,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),No,322
2022-11-11,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),No,612
